Target ID,Title,Live Site Status,QA Result,QA Issue - Content,QA Issue - Appearence,QA Issue - Functionality,Open Access,Primary URL,Other URLs
31018,Glasgow Gaelic Musical Association,LIVE,No QA issues found (OK to publish),False,False,False,False,https://www.ggma.co.uk/,[]
31022,Glasgow Islay Gaelic Choir,LIVE,QA issues found,False,False,False,False,http://glasgowislaygaelicchoir.org.uk/,[]
31024,Govan Gaelic Choir,LIVE,"QA issues, but OK to publish",False,False,False,False,http://govangaelicchoir.yolasite.com/,['http://govangaelicchoir.yolasite.com/sitemap.xml']
31025,Govan Gaelic Choir (@govangaelic) on Twitter,LIVE,"QA issues, but OK to publish",False,False,False,False,https://twitter.com/govangaelic/,[]
31027,Inverness Gaelic Choir,LIVE,QA issues found,False,False,False,False,http://invernessgaelicchoir.com/,[]
31035,Lothian Gaelic Choir,LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.lothiangaelicchoir.org.uk/,[]
31071,Aberdeen Gaelic Choir / Còisir Ghàidhlig Obar Dheathain Facebook,LIVE,QA issues found,False,False,False,False,https://www.facebook.com/Aberdeen-Gaelic-Choir-161484637215851/,['https://www.facebook.com/pages/Aberdeen-Gaelic-Choir/161484637215851/']
53125,Britain First (@BritainFirstHQ  ) on Twitter,LIVE,QA issues found,True,False,False,False,https://twitter.com/BritainFirstHQ/,[]
16092,Duff House,VANISHED,"QA issues, but OK to publish",False,False,False,False,http://www.duffhouse.org.uk/,[]
16662,Trefnu Cymunedol Cymru | Togethor Creating Communities,LIVE,"Failed, Do Not Publish",False,False,True,False,http://www.tcc-wales.org.uk/,[]
45662,Alec Finlay,LIVE,No QA issues found (OK to publish),False,False,False,True,http://alecfinlayblog.blogspot.co.uk,[]
54016,Helen Belcher (Liberal Democrat Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,https://challengingjourneys.wordpress.com/,[]
10630,Sinn Fein,LIVE,"QA issues, but OK to publish",True,False,False,False,http://www.sinnfein.ie/,[]
43123,Leisure & Culture Dundee,LIVE,"QA issues, but OK to publish",True,False,False,False,http://www.leisureandculturedundee.com/,['http://www.leisureandculturedundee.com/sitemap.xml']
14220,British Academy,LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.britac.ac.uk/,[]
59101,Cardiff Waterways Map: Exploring the history of Cardiff's Waterways,LIVE,"QA issues, but OK to publish",False,False,False,False,http://www.cardiffwaterwaysmap.wales/,[]
58963,Adamsdown,DEAD,"QA issues, but OK to publish",False,False,False,False,http://www.adamsdown.co.uk/,[]
12660,Dr Richard Simpson MSP,LIVE,QA issues found,False,False,False,True,http://richardsimpson.info/,[]
29765,"Queen's Hall, The",LIVE,QA issues found,False,False,False,True,,"['http://www.thequeenshall.net/', 'http://www.thequeenshall.net/themes/the_queens_hall/stylesheets/reset.css?1403869544']"
38052,"RE-ELECT CHRISTINE GRAHAME AS YOUR SNP MSP FOR MIDLOTHIAN SOUTH, TWEEDDALE & LAUDERDALE ",DEAD,QA issues found,False,False,False,False,http://re-elect-christine.weebly.com/,[]
34958,Mike MacKenzie MSP,LIVE,No QA issues found (OK to publish),False,False,False,True,http://mikemackenzie.org/,[]
12654,Margaret McDougall MSP,DEAD,QA issues found,False,False,False,True,http://margaretmcdougallmsp.org/,[]
34663,Margaret McCulloch MSP,DEAD,QA issues found,False,False,False,False,http://margaretmcculloch.org/,[]
12637,Jackie Baillie MSP,LIVE,QA issues found,False,False,False,True,http://www.jackiebaillie.co.uk/,['http://labourclp294.nationbuilder.com/themes/1/52545dc31ad07a41c1000002/0/attachments/14494054631431458624/']
34573,Patricia Ferguson MSP,DEAD,"Failed, Do Not Publish",False,False,False,False,http://www.patriciaferguson.co.uk,['http://labourclp286.nationbuilder.com/themes/1/54490643ebad64647f000001/0/attachments/14422295641414071955/']
34692,John Pentland MSP | Motherwell & Wishaw,DEAD,"QA issues, but OK to publish",False,False,False,True,http://johnpentland.org/,[]
12696,John Finnie MSP,NO_LONGER_UPDATED,QA issues found,False,False,False,True,http://johnfinniemsp.org/,[]
34142,Joe FitzPatrick - SNP MSP for Dundee City West.,DEAD,"QA issues, but OK to publish",False,False,False,True,http://joe.fitzpatrick.scot/,[]
12699,Jean Urquhart MSP,NO_LONGER_UPDATED,QA issues found,False,False,False,False,https://jeanurquharthighlandsandislandsmsp.com/,['https://jeanurquharthighlandsandislandsmsp.com/sitemap.xml']
38487,Jack Caldwell for Edinburgh Northern and Leith,DEAD,No QA issues found (OK to publish),False,False,False,False,http://jackformsp.org.uk/,[]
35544,"Green MSPs, The",DEAD,"QA issues, but OK to publish",False,False,False,False,http://greenmsps.org/,[]
13387,Graeme Dey MSP,DEAD,QA issues found,False,False,False,False,http://graemedeymsp.co.uk/,[]
12661,Drew Smith MSP,DEAD,No QA issues found (OK to publish),False,False,False,False,http://drewsmith.org.uk/,[]
13399,Colin Keir MSP,DEAD,"QA issues, but OK to publish",False,False,False,False,http://colinkeirmsp.wordpress.com/,[]
12702,Alison Johnstone MSP,DEAD,No QA issues found (OK to publish),False,False,False,True,http://alisonjohnstonemsp.com/,[]
34138,Anne McTaggart MSP,DEAD,"QA issues, but OK to publish",False,False,False,True,http://annemctaggartmsp.com/,[]
34953,Chic Brodie MSP,DEAD,"QA issues, but OK to publish",False,False,False,False,http://chicbrodiemsp.com/,[]
12650,Cara Hilton MSP,LIVE,QA issues found,False,False,False,False,http://carahilton.org/,[]
58547,David John Roche,LIVE,"Failed, Do Not Publish",False,False,True,False,https://www.davidjohnroche.com/,['https://www.davidjohnroche.com/sitemap.xml']
58122,"McLellan Commission, The",LIVE,"QA issues, but OK to publish",False,False,False,False,https://www.mclellancommission.co.uk/,"['https://www.mclellancommission.co.uk/sitemap.xml', 'https://c1b97d33dc3c526603fd-28884af1fefdd6a83f1e24bde4f5fe42.ssl.cf3.rackcdn.com/the-mclellan-commission-a-review-of-the-current-safeguarding-policies-procedures-and-practice-within-the-catholic-church-in-scotland.pdf']"
32841,Walk for Wallace,NO_LONGER_UPDATED,QA issues found,False,False,False,True,http://www.walkforwallace.com/,[]
2926,McGonagall Online,,QA issues found,False,False,False,True,http://www.mcgonagall-online.org.uk/,[]
30470,Voices for the Library,NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,True,http://www.voicesforthelibrary.org.uk/,[]
12606,John Finnie MSP (JohnFinnieMSP) on Twitter,LIVE,"QA issues, but OK to publish",False,False,False,True,https://twitter.com/JohnFinnieMSP/,[]
4229,Devo Plus,,"QA issues, but OK to publish",False,False,False,True,http://www.devoplus.com/,[]
11935,Iain Gray (IainGrayMSP) on Twitter,LIVE,"QA issues, but OK to publish",False,False,False,True,https://twitter.com/@IainGrayMSP/,[]
12584,Margaret McDougall (Margmsp) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,True,https://twitter.com/Margmsp/,[]
13689,Eilidh Whiteford,LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.eilidhwhiteford.info/,[]
12767,On Common Ground,LIVE,"QA issues, but OK to publish",False,False,False,True,http://oncommonground2014.co.uk/,[]
36996,Citizen's Theatre,LIVE,"QA issues, but OK to publish",False,False,False,True,http://citz.co.uk/,[]
13722,"Dave Thompson MSP for Skye, Lochaber and Badenoch (SNP)",LIVE,QA issues found,True,False,False,True,http://www.davethompsonmsp.org/,[]
58363,Association for Consultancy and Engineering (ACE Cymru): Wales Manifesto,LIVE,QA issues found,False,False,False,False,https://www.acenet.co.uk/wales-manifesto/336/2/1/610/3,[]
21771,Sandra Osborne,NO_LONGER_UPDATED,QA issues found,False,False,False,True,http://www.sandraosborne.co.uk/,[]
13682,"Gregg McClymont MP | MP for Cumbernauld, Kilsyth and Kirkintilloch East",LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.greggmcclymont.com,[]
13853,Michael McCann,LIVE,QA issues found,True,False,False,True,http://www.michaelmccann.org.uk,[]
13680,Cathy Jamieson MP,LIVE,QA issues found,False,False,False,True,http://www.cathyjamieson.com,[]
12270,Yes Clydesdale,LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.yesclydesdale.org/,[]
2541,Willie Bain MP,LIVE,"Failed, Pass to Engineer",True,False,True,True,http://www.williebain.com/,[]
13869,Jim Hood MP,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.jimhoodmp.org.uk/,[]
13872,Iain McKenzie,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.iainmckenziemp.co.uk/,[]
13676,Ian Davidson MP | Glasgow South West,LIVE,QA issues found,False,False,False,True,http://www.iandavidsonmp.com/,[]
3200,Welsh Local Government Association - Cymdeithas Llywodraeth Leol Cymru,LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.wlga.gov.uk/,['http://www.wlga.wales/']
24879,Nick Clegg (@nick_clegg) on Twitter (Liberal Democrats  Politician),LIVE,"QA issues, but OK to publish",True,False,False,False,https://twitter.com/nick_clegg/,[]
24927, Keir Starmer (Labour  Politician),LIVE,"QA issues, but OK to publish",True,False,False,False,http://www.keirstarmer.com/,[]
58072,Margaret Mitchell MSP,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.margaretmitchellmsp.org/,[]
9534,Liberty GB,LIVE,No QA issues found (OK to publish),False,False,False,True,http://libertygb.org.uk/,[]
9994,Liberty GB (@Liberty_GB) on Twitter,LIVE,"QA issues, but OK to publish",True,False,False,True,https://twitter.com/Liberty_GB/,[]
30999,Islay Gaelic Choir | Isle of Islay,LIVE,No QA issues found (OK to publish),False,False,False,True,http://islaygaelicchoir.co.uk/,[]
3070,Imperial War Museums,,No QA issues found (OK to publish),False,False,False,False,,['http://www.iwm.org.uk/']
13892,East Dunbartonshire Council,LIVE,QA issues found,False,False,False,True,http://www.eastdunbarton.gov.uk/,['https://www.eastdunbarton.gov.uk/sitemap.xml']
14121,Traditional Arts and Culture Scotland: Scotland's Democracy Trail,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.tracscotland.org/scottish-storytelling-centre/centre-events/1325/scotlands-democracy-trail,[]
14119,"Language Log: The grammar of ""Better Together""",LIVE,No QA issues found (OK to publish),False,False,False,True,http://languagelog.ldc.upenn.edu/nll/?p=14528,[]
21360,Peter McColl's Blog,LIVE,QA issues found,False,False,False,True,https://petermccoll.wordpress.com/,[]
26987,Dundee SNP,DEAD,"QA issues, but OK to publish",True,False,False,True,http://www.dundeesnp.org/,"['http://dundeesnp.scot/home/feed/', 'http://dundeesnp.scot/blog/']"
30156,Argyll and Bute Council on Facebook,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.facebook.com/argyllandbutecouncil/,[]
9809,Young Scot,LIVE,"QA issues, but OK to publish",False,False,False,True,http://young.scot/,[]
30183,Hands Up for Trad,LIVE,No QA issues found (OK to publish),False,False,False,True,http://projects.handsupfortrad.scot/handsupfortrad/,[]
30799,Literature Forum Scotland,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.literatureforumscotland.org.uk/,[]
15972,Scotland's Referendum,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.scotreferendum.com/,[]
4255,University of Edinburgh: Scotland's Referendum,NO_LONGER_UPDATED,"QA issues, but OK to publish",False,False,False,False,http://www.referendum.ed.ac.uk,[]
21389,Highland and Islands Greens,LIVE,"QA issues, but OK to publish",True,False,False,True,http://higreens.org/,[]
20365,Young Labour (@YoungLabourUK) on Twitter ,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/younglabouruk/,[]
10722,Roger Helmer (@RogerHelmerMEP) on Twitter (UKIP Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/RogerHelmerMEP/,[]
10721,Roger Helmer (UKIP Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.rogerhelmermep.co.uk/,[]
10663,Stuart Agnew (UKIP Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.stuartagnewmep.co.uk/,[]
24928,Keir Starmer (@keir_starmer) on Twitter (Labour Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/keir_starmer/,[]
46888,Michael Gove (@michaelgove) on Twitter (Conservative Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/michaelgove/,[]
35307,Mike Hookem (UKIP Politician),NO_LONGER_UPDATED,"QA issues, but OK to publish",True,False,False,False,http://www.mike-hookem.org/,[]
2650,Nicky Morgan (Conservative  Politician),LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.nickymorgan.org/,[]
24878,Nick Clegg (Politician),VANISHED,No QA issues found (OK to publish),True,False,False,False,http://www.nickclegg.org.uk/,[]
24659,Patrick O'Flynn (@oflynnmep) on Twitter (UKIP Politician),LIVE,No QA issues found (OK to publish),True,False,False,False,https://twitter.com/oflynnmep/,[]
10751,Paul Nuttall (@paulnuttallukip ) on Twitter (UKIP Politician),VANISHED,No QA issues found (OK to publish),True,False,False,False,https://twitter.com/paulnuttallukip/,[]
20873,David Coburn MEP (UKIP) on Twitter,LIVE,QA issues found,False,False,False,False,https://twitter.com/DavidCoburnUKip/,[]
22341,Working hard for an even better Paisley and Renfrew North,DEAD,"Failed, Do Not Publish",False,False,False,False,http://www.votejohnanderson.com/,[]
22331,Vote Kenny Selbie Scottish Labour & Co-op Party | For a fair and better future for our Communities in Kirkcaldy and Cowdenbeath,DEAD,"Failed, Do Not Publish",False,False,False,False,http://www.kennyselbie.com/,[]
22328,Vote Alan Brown,DEAD,"Failed, Do Not Publish",False,False,False,False,http://alanbrownsnp.org/,[]
14553,Water Industry Commission for Scotland (WICS),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.watercommission.co.uk/,['http://www.watercommission.co.uk/view_Site_Map.aspx']
3195,Visit Scotland,LIVE,QA issues found,False,False,False,True,http://www.visitscotland.com/,['https://www.visitscotland.com/sitemap.xml']
21763,Steven for Stirling,LIVE,QA issues found,True,False,False,False,http://www.stevenforstirling.com/,[]
14539,Police Investigations & Review Commissioner (PIRC),DEAD,"Failed, Do Not Publish",False,False,False,False,http://www.pirc.scotland.gov,[]
3093,National Galleries Scotland,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.nationalgalleries.org/,['https://www.nationalgalleries.org/sitemap.xml']
21437,Midlothian Greens,LIVE,QA issues found,False,False,False,False,http://midlothiangreens.org.uk/,['http://midlothiangreens.org.uk/?cat=6']
21682,Gavin Newlands for Paisley and Renfrewshire North,LIVE,"QA issues, but OK to publish",True,False,False,False,https://gavinnewlandssnp.wordpress.com/,[]
14517,Care Inspectorate,LIVE,No QA issues found (OK to publish),True,False,False,True,http://www.careinspectorate.com/,[]
21001,UKIP in Northern Ireland,LIVE,QA issues found,True,False,False,False,http://ukipni.com/,[]
11220,UKIP in Northern Ireland (@ukip_ni) on Twitter,NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/UKIP_NI/,[]
18244,UKIP Wales,LIVE,No QA issues found (OK to publish),False,False,False,True,http://ukip.wales/,['http://www.ukipwales.org.uk/']
10633,Ulster Unionist Party (@uuponline) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/uuponline/,[]
13535,United Kingdom Independence Party (UKIP) Scotland,VANISHED,QA issues found,True,False,False,False,http://www.scotland.ukipbranch.org/,[]
16347,Wales Green Party,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.walesgreenparty.org.uk/,['https://wales.greenparty.org.uk/']
57597,Birlinn Ltd,LIVE,QA issues found,False,False,False,False,https://www.birlinn.co.uk/,['https://www.birlinn.co.uk/sitemap.xml']
30032,"Association for Scottish Literary Studies, The",LIVE,No QA issues found (OK to publish),False,False,False,True,http://asls.arts.gla.ac.uk/,[]
35330,Welsh Labour Press (@WelshLabPress) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/WelshLabPress/,[]
38802,Women's Equality Party,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.womensequality.org.uk/,"['http://www.womensequality.org.uk/sitemap_index.xml', 'https://d3n8a8pro7vhmx.cloudfront.net/womensequality/']"
54041,Social Democratic Party,LIVE,No QA issues found (OK to publish),False,False,False,False,http://sdpuk.nationbuilder.com/,[]
54044,"Social Democrats, The (@TheSDPUK) on Twitter",LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/theSDPUK/,[]
1533,Socialist Equality Party,LIVE,No QA issues found (OK to publish),False,False,False,False,http://socialequality.org.uk/,[]
10213,Socialist Equality Party (@SEP_Britain) on Twitter ,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/sep_britain/,[]
10034,Socialist Labour Party,LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.socialist-labour-party.org.uk/,[]
10035,Socialist Labour Party (@slp_gb) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/slp_gb/,[]
36811,Socialist Party England and Wales,LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.socialistparty.org.uk/,[]
36805,Socialist Party NI,LIVE,No QA issues found (OK to publish),False,False,False,True,http://socialistpartyni.net/,[]
53494,Socialist Party NI (@sp_ni) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/sp_ni/,[]
10683,"Socialist Party of Great Britain, The",LIVE,QA issues found,True,False,False,False,http://www.worldsocialism.org/spgb/,[]
53492,Socialist Party (@Socialist_party) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/Socialist_party/,[]
53948,Something New,LIVE,"QA issues, but OK to publish",True,False,False,False,https://somethingnew.org.uk/,[]
20998,Traditional Unionist Voice,LIVE,No QA issues found (OK to publish),False,False,False,True,http://tuv.org.uk/,[]
52727,UKIP Daily,LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.ukipdaily.com/,[]
54321,Prime Minister's Office: PM statement following London terror attack: 4 June 2017,LIVE,No QA issues found (OK to publish),False,False,False,False,https://www.gov.uk/government/speeches/pm-statement-following-london-terror-attack-4-june-2017,[]
54322,Prime Minister's Office: PM statement following terrorist attack in Manchester: 23 May 2017,LIVE,No QA issues found (OK to publish),False,False,False,False,https://www.gov.uk/government/speeches/pm-statement-following-terrorist-attack-in-manchester-23-may-2017,[]
54594,Prime Minister's Office: PM statement: General election 2017,LIVE,No QA issues found (OK to publish),False,False,False,False,https://www.gov.uk/government/speeches/pm-statement-general-election-2017,[]
16770,Revolutionary Communist Party of Britain (Marxist-Leninist),LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.rcpbml.org.uk/,[]
53178,SDP Scotland (@SDPScot) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/sdpscot/,[]
23148,Social Democratic and Labour Party (SDLP) (@SDLPlive) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/sdlplive/,[]
10625,National Health Action Party,LIVE,No QA issues found (OK to publish),False,False,False,False,http://nhap.org/,[]
10627,"NHA Party, The (@NHAparty) on Twitter",LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/NHAparty,[]
53450,North West Green party Website,NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,False,https://northwest.greenparty.org.uk/news/2017/05/13/general-election-greens-stand-in-56-seats-across-north-west/,[]
53132,Official Monster raving Loony Party,LIVE,"QA issues, but OK to publish",True,False,False,False,http://omrlp.com/,[]
16769,Official Monster Raving Loony Party,LIVE,"QA issues, but OK to publish",True,False,False,False,http://www.loonyparty.com/,[]
9557,Peace Party,LIVE,QA issues found,True,False,False,False,http://www.peaceparty.org.uk/,[]
10010,Peace Party (@PeacePartyUK) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/PeacePartyUK/,[]
10012,Pirate Party (@PiratePartyUK) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/PiratePartyUK/,[]
11259,Left Unity,LIVE,No QA issues found (OK to publish),False,False,False,False,http://leftunity.org/,[]
20938,Left Unity (@LeftUnityUK) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/leftunityuk/,[]
16190,Liberal Democrat Friends of Israel,LIVE,QA issues found,True,False,False,False,http://ldfi.org.uk/,[]
20351,Liberal Youth,LIVE,"QA issues, but OK to publish",True,False,False,False,http://www.liberalyouth.org/,[]
53956,Libertarian Party (LPUK) ,LIVE,No QA issues found (OK to publish),False,False,False,False,https://libertarianpartyuk.com/,[]
9960,Green Party in Northern Ireland (@GreenPartyNI) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/GreenPartyNI/,[]
54076,Justice & Anti-Corruption Party (JAC Party),LIVE,QA issues found,True,False,False,False,http://www.jacparty.org.uk/,[]
16891,Justice for Men & Boys (J4M&B),LIVE,QA issues found,False,False,False,False,https://j4mb.wordpress.com/,[]
53970,"Just Party, The ",LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.thejustparty.org.uk/,[]
53971,"Just Party, The (@TheJustParty) on Twitter",LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/TheJustParty/,[]
53859,Labour Future,LIVE,QA issues found,True,False,False,False,http://www.labourfuture.org.uk/,[]
23573,Sarah Newton (Conservative Politician),LIVE,"QA issues, but OK to publish",True,False,False,True,http://www.sarahnewton.org.uk/,[]
53861,Corbyn Run ,LIVE,No QA issues found (OK to publish),False,False,False,False,https://corbynrun.com/,[]
54550,Friends Party,LIVE,No QA issues found (OK to publish),False,False,False,False,http://friendsparty.org.uk/,[]
10585,Britain First (@BritainFirst) on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/BritainFirst/,[]
18247,"Co-operative in Wales, The / Gweithredol Cymru Blaid, Y",LIVE,No QA issues found (OK to publish),False,False,False,False,https://party.coop/site/wales/,"['http://wales.party.coop/', 'https://party.coop/lists/london-assembly/']"
18008,All People's Party | Fighting for equality at the top,LIVE,"QA issues, but OK to publish",True,False,False,False,http://allpeoplesparty.co.uk/,[]
9927,Animal Welfare Party,LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.animalwelfareparty.org/,[]
24719,Tulip Siddiq (Labour Party Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.tulipsiddiq.com/,[]
22710,Julian Brazier (Conservative  Politician),LIVE,"QA issues, but OK to publish",False,False,False,False,http://www.julianbrazier.co.uk/,[]
34703,Sian Berry (Green Party  Politician),LIVE,"QA issues, but OK to publish",True,False,False,False,http://www.sianberry.london/,[]
53196,Victoria Percival (Green Party candidate for East Lincolnshire),LIVE,No QA issues found (OK to publish),False,False,False,True,http://eastlincsgreenparty.org.uk/candidates.html,[]
57299,Commission on Scottish Devolution,DEAD,"QA issues, but OK to publish",False,False,False,False,http://www.commissiononscottishdevolution.org.uk/,[]
30185,Cruinn - Traditional & Contemporary Gaelic Song,LIVE,"QA issues, but OK to publish",False,False,False,True,http://www.cruinn.net/,[]
30176,Clì Gàidhlig,LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.cli.org.uk/,[]
30120,Clì Gàidhlig on Facebook,LIVE,"QA issues, but OK to publish",False,False,False,True,https://www.facebook.com/cligaidhlig/,[]
16194,#100daystogo on Twitter,LIVE,No QA issues found (OK to publish),False,False,False,True,https://twitter.com/hashtag/100daystogo?src=hash,[]
23388,Thangam Debbonaire (Labour Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.debbonaire.co.uk/,[]
13558,"Liberal Party, The",LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.liberal.org.uk/,[]
52536,Zoe Franklin (@zoefranklinld) on Twitter (Liberal Democrats Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/zoefranklinld/,[]
29258,Zac Goldsmith (Conservative Politician),LIVE,"QA issues, but OK to publish",True,False,False,False,http://www.zacgoldsmith.com/,[]
53960,William Palfreman (@palfreman) on Twitter (UKIP Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/palfreman/,[]
52531,William Jones (@WillJonesLD) on Twitter (Liberal Democrats Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/WillJonesLD/,[]
52524,Warren Fox (@warrenifox) on Twitter (Liberal Democrats Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/warrenlfox/,[]
52522,Warren Fox (Liberal Democrats Politician),LIVE,"QA issues, but OK to publish",False,False,False,False,https://warrenfox.co.uk/,[]
54201,Vix Lowthion (Green Party Politician),NO_LONGER_UPDATED,"QA issues, but OK to publish",True,False,False,False,https://votevix.org/,[]
53189,Vincent Lo (@VincentLoUK ) on Twitter (Labour Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/vincentlouk/,[]
54181,Vince Maple (@vincemaple) on Twitter (Labour Party Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/vincemaple/,[]
53908,Victor Turton (@VTurton) on Twitter (Independent Politician),NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/VTurton/,[]
53270,Vijay Rana (@vijay_rana) on Twitter (Green Party  Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/vijay_rana/,[]
53907,Vic Turton (Independent Politician),NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,False,https://victurton.wordpress.com/,[]
24742,Victoria Borwick (Conservative Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,http://victoriaborwick.london/,[]
24743,Victoria Borwick (@backborwick  ) on Twitter (Conservative Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/backborwick/,[]
53968,Ujjawal UB (UKIP Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.ujjawalbhardwaj.com/,[]
24720,Tulip Siddiq (@TulipSiddiq) on Twitter (Labour Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/tulipsiddiq/,[]
53635,Trudy Harrison (Conservative Politician),LIVE,No QA issues found (OK to publish),True,False,False,True,http://www.trudyharrison.co.uk/,[]
22698,Tracey Crouch (Conservative Politician),LIVE,No QA issues found (OK to publish),True,False,False,False,http://www.traceycrouch.org/,[]
54033,Tony Pycroft (@pycroft235) on Twitter (UKIP Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/pycroft235/,[]
23412,Tony Dyer (@TonyDDyer) on Twitter (Green Party Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/tonyddyer,[]
54108,Tony Caldeira (Conservative Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://www.tonycaldeira.org.uk/,[]
24765,Tom Brake (@thomasbrake) on Twitter (Liberal Democrat Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/thomasbrake,[]
24764,Tom Brake (Liberal Democrat Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://www.tombrake.co.uk/,[]
53562,Timothy Barnes (Conservative Politician),NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,False,https://timothybarnes.org/,[]
53563,Timothy Barnes (@CampaignTim  ) on Twitter (Conservative Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/CampaignTim/,[]
52405,Tim Hallam (@Tim_Hallam) on Twitter (Liberal Democrats Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://twitter.com/tim_hallam/,[]
52504,Tim Farron MP (Liberal Democrats Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,https://timfarron.co.uk/en/,[]
22076,Tim Farron (Liberal Democrats Politician),LIVE,No QA issues found (OK to publish),False,False,False,True,http://timfarron.co.uk/,[]
52571,Tim Farron (Liberal Democrats Politician),LIVE,No QA issues found (OK to publish),False,False,False,False,http://www.libdems.org.uk/tim_farron,[]
43317,Tim Aker (UKIP Politician),NO_LONGER_UPDATED,No QA issues found (OK to publish),False,False,False,False,http://www.timakermep.org/,[]
